1	22	50	M	1	4
2	20	70	M	1	4
3	21	78	M	1	4
4	23	90	M	3	7
5	20	82	M	3	5
6	19	60	F	1	3
7	21	62	M	1	4
8	20	69	M	3	4
9	19	80	F	1	3
10	20	49	F	0	2
11	21	75	M	1	4
12	24	80	M	1	3
13	24	58	M	2	5
14	19	63	M	1	4
15	20	65	M	0	3
17	29	85	M	2	5
18	23	49	F	3	6
19	24	52	M	1	4
20	21	67	M	2	3
21	22	68	F	3	3
22	19	55	M	2	5
23	20	78	M	2	5
24	20	85	M	0	3
25	23	81	M	0	3
26	21	76	M	1	3
27	20	68	M	3	6
28	20	60	M	1	4
29	21	60	M	2	4
